,file_name,sequence,prediction
1796,Cymatics - Eternity MIDI 11 - A Maj.mid,"[69, 81, 61, 69, 81]",49
1797,Cymatics - Eternity MIDI 11 - A Maj.mid,"[81, 61, 69, 81, 49]",54
1798,Cymatics - Eternity MIDI 11 - A Maj.mid,"[61, 69, 81, 49, 54]",57
1799,Cymatics - Eternity MIDI 12 - A Min.mid,"[41, 53, 64, 57, 60]",41
1800,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 64, 57, 60, 41]",53
1801,Cymatics - Eternity MIDI 12 - A Min.mid,"[64, 57, 60, 41, 53]",57
1802,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 41, 53, 57]",60
1803,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 41, 53, 57, 60]",64
1804,Cymatics - Eternity MIDI 12 - A Min.mid,"[41, 53, 57, 60, 64]",53
1805,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 60, 64, 53]",60
1806,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 64, 53, 60]",41
1807,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 64, 53, 60, 41]",57
1808,Cymatics - Eternity MIDI 12 - A Min.mid,"[64, 53, 60, 41, 57]",64
1809,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 60, 41, 57, 64]",69
1810,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 41, 57, 64, 69]",72
1811,Cymatics - Eternity MIDI 12 - A Min.mid,"[41, 57, 64, 69, 72]",76
1812,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 64, 69, 72, 76]",74
1813,Cymatics - Eternity MIDI 12 - A Min.mid,"[64, 69, 72, 76, 74]",71
1814,Cymatics - Eternity MIDI 12 - A Min.mid,"[69, 72, 76, 74, 71]",72
1815,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 76, 74, 71, 72]",72
1816,Cymatics - Eternity MIDI 12 - A Min.mid,"[76, 74, 71, 72, 72]",71
1817,Cymatics - Eternity MIDI 12 - A Min.mid,"[74, 71, 72, 72, 71]",71
1818,Cymatics - Eternity MIDI 12 - A Min.mid,"[71, 72, 72, 71, 71]",67
1819,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 72, 71, 71, 67]",41
1820,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 71, 71, 67, 41]",53
1821,Cymatics - Eternity MIDI 12 - A Min.mid,"[71, 71, 67, 41, 53]",57
1822,Cymatics - Eternity MIDI 12 - A Min.mid,"[71, 67, 41, 53, 57]",60
1823,Cymatics - Eternity MIDI 12 - A Min.mid,"[67, 41, 53, 57, 60]",64
1824,Cymatics - Eternity MIDI 12 - A Min.mid,"[41, 53, 57, 60, 64]",69
1825,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 60, 64, 69]",71
1826,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 64, 69, 71]",72
1827,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 64, 69, 71, 72]",74
1828,Cymatics - Eternity MIDI 12 - A Min.mid,"[64, 69, 71, 72, 74]",76
1829,Cymatics - Eternity MIDI 12 - A Min.mid,"[69, 71, 72, 74, 76]",38
1830,Cymatics - Eternity MIDI 12 - A Min.mid,"[71, 72, 74, 76, 38]",50
1831,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 74, 76, 38, 50]",53
1832,Cymatics - Eternity MIDI 12 - A Min.mid,"[74, 76, 38, 50, 53]",57
1833,Cymatics - Eternity MIDI 12 - A Min.mid,"[76, 38, 50, 53, 57]",60
1834,Cymatics - Eternity MIDI 12 - A Min.mid,"[38, 50, 53, 57, 60]",67
1835,Cymatics - Eternity MIDI 12 - A Min.mid,"[50, 53, 57, 60, 67]",67
1836,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 60, 67, 67]",38
1837,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 67, 67, 38]",57
1838,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 67, 67, 38, 57]",38
1839,Cymatics - Eternity MIDI 12 - A Min.mid,"[67, 67, 38, 57, 38]",50
1840,Cymatics - Eternity MIDI 12 - A Min.mid,"[67, 38, 57, 38, 50]",53
1841,Cymatics - Eternity MIDI 12 - A Min.mid,"[38, 57, 38, 50, 53]",53
1842,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 38, 50, 53, 53]",57
1843,Cymatics - Eternity MIDI 12 - A Min.mid,"[38, 50, 53, 53, 57]",60
1844,Cymatics - Eternity MIDI 12 - A Min.mid,"[50, 53, 53, 57, 60]",50
1845,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 53, 57, 60, 50]",60
1846,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 60, 50, 60]",67
1847,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 50, 60, 67]",67
1848,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 50, 60, 67, 67]",64
1849,Cymatics - Eternity MIDI 12 - A Min.mid,"[50, 60, 67, 67, 64]",62
1850,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 67, 67, 64, 62]",67
1851,Cymatics - Eternity MIDI 12 - A Min.mid,"[67, 67, 64, 62, 67]",67
1852,Cymatics - Eternity MIDI 12 - A Min.mid,"[67, 64, 62, 67, 67]",69
1853,Cymatics - Eternity MIDI 12 - A Min.mid,"[64, 62, 67, 67, 69]",72
1854,Cymatics - Eternity MIDI 12 - A Min.mid,"[62, 67, 67, 69, 72]",38
1855,Cymatics - Eternity MIDI 12 - A Min.mid,"[67, 67, 69, 72, 38]",50
1856,Cymatics - Eternity MIDI 12 - A Min.mid,"[67, 69, 72, 38, 50]",53
1857,Cymatics - Eternity MIDI 12 - A Min.mid,"[69, 72, 38, 50, 53]",57
1858,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 38, 50, 53, 57]",60
1859,Cymatics - Eternity MIDI 12 - A Min.mid,"[38, 50, 53, 57, 60]",62
1860,Cymatics - Eternity MIDI 12 - A Min.mid,"[50, 53, 57, 60, 62]",64
1861,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 60, 62, 64]",67
1862,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 62, 64, 67]",69
1863,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 62, 64, 67, 69]",72
1864,Cymatics - Eternity MIDI 12 - A Min.mid,"[62, 64, 67, 69, 72]",41
1865,Cymatics - Eternity MIDI 12 - A Min.mid,"[64, 67, 69, 72, 41]",53
1866,Cymatics - Eternity MIDI 12 - A Min.mid,"[67, 69, 72, 41, 53]",57
1867,Cymatics - Eternity MIDI 12 - A Min.mid,"[69, 72, 41, 53, 57]",60
1868,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 41, 53, 57, 60]",64
1869,Cymatics - Eternity MIDI 12 - A Min.mid,"[41, 53, 57, 60, 64]",60
1870,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 60, 64, 60]",64
1871,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 64, 60, 64]",41
1872,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 64, 60, 64, 41]",53
1873,Cymatics - Eternity MIDI 12 - A Min.mid,"[64, 60, 64, 41, 53]",53
1874,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 64, 41, 53, 53]",57
1875,Cymatics - Eternity MIDI 12 - A Min.mid,"[64, 41, 53, 53, 57]",57
1876,Cymatics - Eternity MIDI 12 - A Min.mid,"[41, 53, 53, 57, 57]",60
1877,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 53, 57, 57, 60]",64
1878,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 57, 60, 64]",69
1879,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 57, 60, 64, 69]",41
1880,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 64, 69, 41]",72
1881,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 64, 69, 41, 72]",76
1882,Cymatics - Eternity MIDI 12 - A Min.mid,"[64, 69, 41, 72, 76]",74
1883,Cymatics - Eternity MIDI 12 - A Min.mid,"[69, 41, 72, 76, 74]",71
1884,Cymatics - Eternity MIDI 12 - A Min.mid,"[41, 72, 76, 74, 71]",72
1885,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 76, 74, 71, 72]",72
1886,Cymatics - Eternity MIDI 12 - A Min.mid,"[76, 74, 71, 72, 72]",79
1887,Cymatics - Eternity MIDI 12 - A Min.mid,"[74, 71, 72, 72, 79]",41
1888,Cymatics - Eternity MIDI 12 - A Min.mid,"[71, 72, 72, 79, 41]",53
1889,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 72, 79, 41, 53]",57
1890,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 79, 41, 53, 57]",60
1891,Cymatics - Eternity MIDI 12 - A Min.mid,"[79, 41, 53, 57, 60]",64
1892,Cymatics - Eternity MIDI 12 - A Min.mid,"[41, 53, 57, 60, 64]",69
1893,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 60, 64, 69]",71
1894,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 64, 69, 71]",72
1895,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 64, 69, 71, 72]",74
1896,Cymatics - Eternity MIDI 12 - A Min.mid,"[64, 69, 71, 72, 74]",76
1897,Cymatics - Eternity MIDI 12 - A Min.mid,"[69, 71, 72, 74, 76]",79
1898,Cymatics - Eternity MIDI 12 - A Min.mid,"[71, 72, 74, 76, 79]",76
1899,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 74, 76, 79, 76]",38
1900,Cymatics - Eternity MIDI 12 - A Min.mid,"[74, 76, 79, 76, 38]",50
1901,Cymatics - Eternity MIDI 12 - A Min.mid,"[76, 79, 76, 38, 50]",53
1902,Cymatics - Eternity MIDI 12 - A Min.mid,"[79, 76, 38, 50, 53]",57
1903,Cymatics - Eternity MIDI 12 - A Min.mid,"[76, 38, 50, 53, 57]",60
1904,Cymatics - Eternity MIDI 12 - A Min.mid,"[38, 50, 53, 57, 60]",76
1905,Cymatics - Eternity MIDI 12 - A Min.mid,"[50, 53, 57, 60, 76]",76
1906,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 60, 76, 76]",38
1907,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 76, 76, 38]",50
1908,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 76, 76, 38, 50]",53
1909,Cymatics - Eternity MIDI 12 - A Min.mid,"[76, 76, 38, 50, 53]",57
1910,Cymatics - Eternity MIDI 12 - A Min.mid,"[76, 38, 50, 53, 57]",60
1911,Cymatics - Eternity MIDI 12 - A Min.mid,"[38, 50, 53, 57, 60]",38
1912,Cymatics - Eternity MIDI 12 - A Min.mid,"[50, 53, 57, 60, 38]",50
1913,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 60, 38, 50]",53
1914,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 38, 50, 53]",57
1915,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 38, 50, 53, 57]",60
1916,Cymatics - Eternity MIDI 12 - A Min.mid,"[38, 50, 53, 57, 60]",76
1917,Cymatics - Eternity MIDI 12 - A Min.mid,"[50, 53, 57, 60, 76]",76
1918,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 60, 76, 76]",74
1919,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 60, 76, 76, 74]",62
1920,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 76, 76, 74, 62]",53
1921,Cymatics - Eternity MIDI 12 - A Min.mid,"[76, 76, 74, 62, 53]",57
1922,Cymatics - Eternity MIDI 12 - A Min.mid,"[76, 74, 62, 53, 57]",50
1923,Cymatics - Eternity MIDI 12 - A Min.mid,"[74, 62, 53, 57, 50]",53
1924,Cymatics - Eternity MIDI 12 - A Min.mid,"[62, 53, 57, 50, 53]",57
1925,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 50, 53, 57]",67
1926,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 50, 53, 57, 67]",38
1927,Cymatics - Eternity MIDI 12 - A Min.mid,"[50, 53, 57, 67, 38]",38
1928,Cymatics - Eternity MIDI 12 - A Min.mid,"[53, 57, 67, 38, 38]",50
1929,Cymatics - Eternity MIDI 12 - A Min.mid,"[57, 67, 38, 38, 50]",60
1930,Cymatics - Eternity MIDI 12 - A Min.mid,"[67, 38, 38, 50, 60]",74
1931,Cymatics - Eternity MIDI 12 - A Min.mid,"[38, 38, 50, 60, 74]",76
1932,Cymatics - Eternity MIDI 12 - A Min.mid,"[38, 50, 60, 74, 76]",62
1933,Cymatics - Eternity MIDI 12 - A Min.mid,"[50, 60, 74, 76, 62]",67
1934,Cymatics - Eternity MIDI 12 - A Min.mid,"[60, 74, 76, 62, 67]",69
1935,Cymatics - Eternity MIDI 12 - A Min.mid,"[74, 76, 62, 67, 69]",72
1936,Cymatics - Eternity MIDI 12 - A Min.mid,"[76, 62, 67, 69, 72]",38
1937,Cymatics - Eternity MIDI 12 - A Min.mid,"[62, 67, 69, 72, 38]",50
1938,Cymatics - Eternity MIDI 12 - A Min.mid,"[67, 69, 72, 38, 50]",53
1939,Cymatics - Eternity MIDI 12 - A Min.mid,"[69, 72, 38, 50, 53]",57
1940,Cymatics - Eternity MIDI 12 - A Min.mid,"[72, 38, 50, 53, 57]",69
1941,Cymatics - Eternity MIDI 12 - A Min.mid,"[38, 50, 53, 57, 69]",72
1942,Cymatics - Eternity MIDI 13 - A Min.mid,"[45, 57, 59, 67, 60]",71
1943,Cymatics - Eternity MIDI 13 - A Min.mid,"[57, 59, 67, 60, 71]",45
1944,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 67, 60, 71, 45]",57
1945,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 60, 71, 45, 57]",59
1946,Cymatics - Eternity MIDI 13 - A Min.mid,"[60, 71, 45, 57, 59]",60
1947,Cymatics - Eternity MIDI 13 - A Min.mid,"[71, 45, 57, 59, 60]",67
1948,Cymatics - Eternity MIDI 13 - A Min.mid,"[45, 57, 59, 60, 67]",71
1949,Cymatics - Eternity MIDI 13 - A Min.mid,"[57, 59, 60, 67, 71]",43
1950,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 60, 67, 71, 43]",55
1951,Cymatics - Eternity MIDI 13 - A Min.mid,"[60, 67, 71, 43, 55]",59
1952,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 71, 43, 55, 59]",63
1953,Cymatics - Eternity MIDI 13 - A Min.mid,"[71, 43, 55, 59, 63]",65
1954,Cymatics - Eternity MIDI 13 - A Min.mid,"[43, 55, 59, 63, 65]",67
1955,Cymatics - Eternity MIDI 13 - A Min.mid,"[55, 59, 63, 65, 67]",69
1956,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 63, 65, 67, 69]",43
1957,Cymatics - Eternity MIDI 13 - A Min.mid,"[63, 65, 67, 69, 43]",63
1958,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 67, 69, 43, 63]",63
1959,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 69, 43, 63, 63]",65
1960,Cymatics - Eternity MIDI 13 - A Min.mid,"[69, 43, 63, 63, 65]",65
1961,Cymatics - Eternity MIDI 13 - A Min.mid,"[43, 63, 63, 65, 65]",59
1962,Cymatics - Eternity MIDI 13 - A Min.mid,"[63, 63, 65, 65, 59]",67
1963,Cymatics - Eternity MIDI 13 - A Min.mid,"[63, 65, 65, 59, 67]",47
1964,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 65, 59, 67, 47]",59
1965,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 59, 67, 47, 59]",67
1966,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 67, 47, 59, 67]",47
1967,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 47, 59, 67, 47]",47
1968,Cymatics - Eternity MIDI 13 - A Min.mid,"[47, 59, 67, 47, 47]",55
1969,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 67, 47, 47, 55]",55
1970,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 47, 47, 55, 55]",59
1971,Cymatics - Eternity MIDI 13 - A Min.mid,"[47, 47, 55, 55, 59]",59
1972,Cymatics - Eternity MIDI 13 - A Min.mid,"[47, 55, 55, 59, 59]",63
1973,Cymatics - Eternity MIDI 13 - A Min.mid,"[55, 55, 59, 59, 63]",63
1974,Cymatics - Eternity MIDI 13 - A Min.mid,"[55, 59, 59, 63, 63]",65
1975,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 59, 63, 63, 65]",65
1976,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 63, 63, 65, 65]",47
1977,Cymatics - Eternity MIDI 13 - A Min.mid,"[63, 63, 65, 65, 47]",55
1978,Cymatics - Eternity MIDI 13 - A Min.mid,"[63, 65, 65, 47, 55]",59
1979,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 65, 47, 55, 59]",63
1980,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 47, 55, 59, 63]",65
1981,Cymatics - Eternity MIDI 13 - A Min.mid,"[47, 55, 59, 63, 65]",67
1982,Cymatics - Eternity MIDI 13 - A Min.mid,"[55, 59, 63, 65, 67]",69
1983,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 63, 65, 67, 69]",55
1984,Cymatics - Eternity MIDI 13 - A Min.mid,"[63, 65, 67, 69, 55]",59
1985,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 67, 69, 55, 59]",48
1986,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 69, 55, 59, 48]",60
1987,Cymatics - Eternity MIDI 13 - A Min.mid,"[69, 55, 59, 48, 60]",64
1988,Cymatics - Eternity MIDI 13 - A Min.mid,"[55, 59, 48, 60, 64]",62
1989,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 48, 60, 64, 62]",67
1990,Cymatics - Eternity MIDI 13 - A Min.mid,"[48, 60, 64, 62, 67]",71
1991,Cymatics - Eternity MIDI 13 - A Min.mid,"[60, 64, 62, 67, 71]",59
1992,Cymatics - Eternity MIDI 13 - A Min.mid,"[64, 62, 67, 71, 59]",40
1993,Cymatics - Eternity MIDI 13 - A Min.mid,"[62, 67, 71, 59, 40]",59
1994,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 71, 59, 40, 59]",60
1995,Cymatics - Eternity MIDI 13 - A Min.mid,"[71, 59, 40, 59, 60]",67
1996,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 40, 59, 60, 67]",48
1997,Cymatics - Eternity MIDI 13 - A Min.mid,"[40, 59, 60, 67, 48]",52
1998,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 60, 67, 48, 52]",55
1999,Cymatics - Eternity MIDI 13 - A Min.mid,"[60, 67, 48, 52, 55]",60
2000,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 48, 52, 55, 60]",62
2001,Cymatics - Eternity MIDI 13 - A Min.mid,"[48, 52, 55, 60, 62]",64
2002,Cymatics - Eternity MIDI 13 - A Min.mid,"[52, 55, 60, 62, 64]",71
2003,Cymatics - Eternity MIDI 13 - A Min.mid,"[55, 60, 62, 64, 71]",67
2004,Cymatics - Eternity MIDI 13 - A Min.mid,"[60, 62, 64, 71, 67]",65
2005,Cymatics - Eternity MIDI 13 - A Min.mid,"[62, 64, 71, 67, 65]",60
2006,Cymatics - Eternity MIDI 13 - A Min.mid,"[64, 71, 67, 65, 60]",60
2007,Cymatics - Eternity MIDI 13 - A Min.mid,"[71, 67, 65, 60, 60]",40
2008,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 65, 60, 60, 40]",44
2009,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 60, 60, 40, 44]",52
2010,Cymatics - Eternity MIDI 13 - A Min.mid,"[60, 60, 40, 44, 52]",59
2011,Cymatics - Eternity MIDI 13 - A Min.mid,"[60, 40, 44, 52, 59]",60
2012,Cymatics - Eternity MIDI 13 - A Min.mid,"[40, 44, 52, 59, 60]",65
2013,Cymatics - Eternity MIDI 13 - A Min.mid,"[44, 52, 59, 60, 65]",67
2014,Cymatics - Eternity MIDI 13 - A Min.mid,"[52, 59, 60, 65, 67]",56
2015,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 60, 65, 67, 56]",59
2016,Cymatics - Eternity MIDI 13 - A Min.mid,"[60, 65, 67, 56, 59]",60
2017,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 67, 56, 59, 60]",65
2018,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 56, 59, 60, 65]",65
2019,Cymatics - Eternity MIDI 13 - A Min.mid,"[56, 59, 60, 65, 65]",65
2020,Cymatics - Eternity MIDI 13 - A Min.mid,"[59, 60, 65, 65, 65]",67
2021,Cymatics - Eternity MIDI 13 - A Min.mid,"[60, 65, 65, 65, 67]",65
2022,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 65, 65, 67, 65]",65
2023,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 65, 67, 65, 65]",64
2024,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 67, 65, 65, 64]",67
2025,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 65, 65, 64, 67]",44
2026,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 65, 64, 67, 44]",56
2027,Cymatics - Eternity MIDI 13 - A Min.mid,"[65, 64, 67, 44, 56]",59
2028,Cymatics - Eternity MIDI 13 - A Min.mid,"[64, 67, 44, 56, 59]",60
2029,Cymatics - Eternity MIDI 13 - A Min.mid,"[67, 44, 56, 59, 60]",64
2030,Cymatics - Eternity MIDI 13 - A Min.mid,"[44, 56, 59, 60, 64]",65
2031,Cymatics - Eternity MIDI 14 - A Min.mid,"[84, 53, 64, 86, 84]",69
2032,Cymatics - Eternity MIDI 14 - A Min.mid,"[53, 64, 86, 84, 69]",60
2033,Cymatics - Eternity MIDI 14 - A Min.mid,"[64, 86, 84, 69, 60]",84
2034,Cymatics - Eternity MIDI 14 - A Min.mid,"[86, 84, 69, 60, 84]",86
2035,Cymatics - Eternity MIDI 14 - A Min.mid,"[84, 69, 60, 84, 86]",81
2036,Cymatics - Eternity MIDI 14 - A Min.mid,"[69, 60, 84, 86, 81]",84
2037,Cymatics - Eternity MIDI 14 - A Min.mid,"[60, 84, 86, 81, 84]",83
2038,Cymatics - Eternity MIDI 14 - A Min.mid,"[84, 86, 81, 84, 83]",81
2039,Cymatics - Eternity MIDI 14 - A Min.mid,"[86, 81, 84, 83, 81]",64
2040,Cymatics - Eternity MIDI 14 - A Min.mid,"[81, 84, 83, 81, 64]",84
2041,Cymatics - Eternity MIDI 14 - A Min.mid,"[84, 83, 81, 64, 84]",83
2042,Cymatics - Eternity MIDI 14 - A Min.mid,"[83, 81, 64, 84, 83]",60
2043,Cymatics - Eternity MIDI 14 - A Min.mid,"[81, 64, 84, 83, 60]",76
2044,Cymatics - Eternity MIDI 14 - A Min.mid,"[64, 84, 83, 60, 76]",69
2045,Cymatics - Eternity MIDI 14 - A Min.mid,"[84, 83, 60, 76, 69]",53
2046,Cymatics - Eternity MIDI 14 - A Min.mid,"[83, 60, 76, 69, 53]",52
2047,Cymatics - Eternity MIDI 14 - A Min.mid,"[60, 76, 69, 53, 52]",81
2048,Cymatics - Eternity MIDI 14 - A Min.mid,"[76, 69, 53, 52, 81]",59
2049,Cymatics - Eternity MIDI 14 - A Min.mid,"[69, 53, 52, 81, 59]",62
2050,Cymatics - Eternity MIDI 14 - A Min.mid,"[53, 52, 81, 59, 62]",67
2051,Cymatics - Eternity MIDI 14 - A Min.mid,"[52, 81, 59, 62, 67]",84
2052,Cymatics - Eternity MIDI 14 - A Min.mid,"[81, 59, 62, 67, 84]",76
2053,Cymatics - Eternity MIDI 14 - A Min.mid,"[59, 62, 67, 84, 76]",74
2054,Cymatics - Eternity MIDI 14 - A Min.mid,"[62, 67, 84, 76, 74]",83
2055,Cymatics - Eternity MIDI 14 - A Min.mid,"[67, 84, 76, 74, 83]",81
2056,Cymatics - Eternity MIDI 14 - A Min.mid,"[84, 76, 74, 83, 81]",79
2057,Cymatics - Eternity MIDI 14 - A Min.mid,"[76, 74, 83, 81, 79]",83
2058,Cymatics - Eternity MIDI 14 - A Min.mid,"[74, 83, 81, 79, 83]",72
2059,Cymatics - Eternity MIDI 14 - A Min.mid,"[83, 81, 79, 83, 72]",74
2060,Cymatics - Eternity MIDI 14 - A Min.mid,"[81, 79, 83, 72, 74]",76
2061,Cymatics - Eternity MIDI 14 - A Min.mid,"[79, 83, 72, 74, 76]",64
2062,Cymatics - Eternity MIDI 14 - A Min.mid,"[83, 72, 74, 76, 64]",79
2063,Cymatics - Eternity MIDI 14 - A Min.mid,"[72, 74, 76, 64, 79]",71
2064,Cymatics - Eternity MIDI 14 - A Min.mid,"[74, 76, 64, 79, 71]",72
2065,Cymatics - Eternity MIDI 14 - A Min.mid,"[76, 64, 79, 71, 72]",59
2066,Cymatics - Eternity MIDI 14 - A Min.mid,"[64, 79, 71, 72, 59]",52
2067,Cymatics - Eternity MIDI 14 - A Min.mid,"[79, 71, 72, 59, 52]",62
2068,Cymatics - Eternity MIDI 14 - A Min.mid,"[71, 72, 59, 52, 62]",64
2069,Cymatics - Eternity MIDI 14 - A Min.mid,"[72, 59, 52, 62, 64]",53
2070,Cymatics - Eternity MIDI 14 - A Min.mid,"[59, 52, 62, 64, 53]",64
2071,Cymatics - Eternity MIDI 14 - A Min.mid,"[52, 62, 64, 53, 64]",69
2072,Cymatics - Eternity MIDI 14 - A Min.mid,"[62, 64, 53, 64, 69]",60
2073,Cymatics - Eternity MIDI 14 - A Min.mid,"[64, 53, 64, 69, 60]",76
2074,Cymatics - Eternity MIDI 14 - A Min.mid,"[53, 64, 69, 60, 76]",81
2075,Cymatics - Eternity MIDI 14 - A Min.mid,"[64, 69, 60, 76, 81]",83
2076,Cymatics - Eternity MIDI 14 - A Min.mid,"[69, 60, 76, 81, 83]",81
2077,Cymatics - Eternity MIDI 14 - A Min.mid,"[60, 76, 81, 83, 81]",69
2078,Cymatics - Eternity MIDI 14 - A Min.mid,"[76, 81, 83, 81, 69]",83
2079,Cymatics - Eternity MIDI 14 - A Min.mid,"[81, 83, 81, 69, 83]",84
2080,Cymatics - Eternity MIDI 14 - A Min.mid,"[83, 81, 69, 83, 84]",67
2081,Cymatics - Eternity MIDI 14 - A Min.mid,"[81, 69, 83, 84, 67]",64
2082,Cymatics - Eternity MIDI 14 - A Min.mid,"[69, 83, 84, 67, 64]",53
2083,Cymatics - Eternity MIDI 14 - A Min.mid,"[83, 84, 67, 64, 53]",60
2084,Cymatics - Eternity MIDI 14 - A Min.mid,"[84, 67, 64, 53, 60]",84
2085,Cymatics - Eternity MIDI 14 - A Min.mid,"[67, 64, 53, 60, 84]",81
2086,Cymatics - Eternity MIDI 14 - A Min.mid,"[64, 53, 60, 84, 81]",62
2087,Cymatics - Eternity MIDI 14 - A Min.mid,"[53, 60, 84, 81, 62]",67
2088,Cymatics - Eternity MIDI 14 - A Min.mid,"[60, 84, 81, 62, 67]",59
