,file_name,sequence,prediction
4125,Cymatics - Lofi MIDI 12 - E Min.mid,"[59, 74, 79, 90, 79]",81
4126,Cymatics - Lofi MIDI 12 - E Min.mid,"[74, 79, 90, 79, 81]",33
4127,Cymatics - Lofi MIDI 12 - E Min.mid,"[79, 90, 79, 81, 33]",40
4128,Cymatics - Lofi MIDI 12 - E Min.mid,"[90, 79, 81, 33, 40]",40
4129,Cymatics - Lofi MIDI 12 - E Min.mid,"[79, 81, 33, 40, 40]",43
4130,Cymatics - Lofi MIDI 12 - E Min.mid,"[81, 33, 40, 40, 43]",47
4131,Cymatics - Lofi MIDI 12 - E Min.mid,"[33, 40, 40, 43, 47]",48
4132,Cymatics - Lofi MIDI 12 - E Min.mid,"[40, 40, 43, 47, 48]",50
4133,Cymatics - Lofi MIDI 12 - E Min.mid,"[40, 43, 47, 48, 50]",50
4134,Cymatics - Lofi MIDI 12 - E Min.mid,"[43, 47, 48, 50, 50]",55
4135,Cymatics - Lofi MIDI 12 - E Min.mid,"[47, 48, 50, 50, 55]",57
4136,Cymatics - Lofi MIDI 12 - E Min.mid,"[48, 50, 50, 55, 57]",81
4137,Cymatics - Lofi MIDI 12 - E Min.mid,"[50, 50, 55, 57, 81]",83
4138,Cymatics - Lofi MIDI 12 - E Min.mid,"[50, 55, 57, 81, 83]",83
4139,Cymatics - Lofi MIDI 12 - E Min.mid,"[55, 57, 81, 83, 83]",86
4140,Cymatics - Lofi MIDI 12 - E Min.mid,"[57, 81, 83, 83, 86]",33
4141,Cymatics - Lofi MIDI 12 - E Min.mid,"[81, 83, 83, 86, 33]",40
4142,Cymatics - Lofi MIDI 12 - E Min.mid,"[83, 83, 86, 33, 40]",40
4143,Cymatics - Lofi MIDI 12 - E Min.mid,"[83, 86, 33, 40, 40]",43
4144,Cymatics - Lofi MIDI 12 - E Min.mid,"[86, 33, 40, 40, 43]",47
4145,Cymatics - Lofi MIDI 12 - E Min.mid,"[33, 40, 40, 43, 47]",48
4146,Cymatics - Lofi MIDI 12 - E Min.mid,"[40, 40, 43, 47, 48]",50
4147,Cymatics - Lofi MIDI 12 - E Min.mid,"[40, 43, 47, 48, 50]",50
4148,Cymatics - Lofi MIDI 12 - E Min.mid,"[43, 47, 48, 50, 50]",55
4149,Cymatics - Lofi MIDI 12 - E Min.mid,"[47, 48, 50, 50, 55]",57
4150,Cymatics - Lofi MIDI 12 - E Min.mid,"[48, 50, 50, 55, 57]",83
4151,Cymatics - Lofi MIDI 12 - E Min.mid,"[50, 50, 55, 57, 83]",86
4152,Cymatics - Lofi MIDI 12 - E Min.mid,"[50, 55, 57, 83, 86]",62
4153,Cymatics - Lofi MIDI 12 - E Min.mid,"[55, 57, 83, 86, 62]",71
4154,Cymatics - Lofi MIDI 12 - E Min.mid,"[57, 83, 86, 62, 71]",62
4155,Cymatics - Lofi MIDI 12 - E Min.mid,"[83, 86, 62, 71, 62]",71
4156,Cymatics - Lofi MIDI 12 - E Min.mid,"[86, 62, 71, 62, 71]",59
4157,Cymatics - Lofi MIDI 12 - E Min.mid,"[62, 71, 62, 71, 59]",74
4158,Cymatics - Lofi MIDI 12 - E Min.mid,"[71, 62, 71, 59, 74]",83
4159,Cymatics - Lofi MIDI 12 - E Min.mid,"[62, 71, 59, 74, 83]",91
4160,Cymatics - Lofi MIDI 12 - E Min.mid,"[71, 59, 74, 83, 91]",90
4161,Cymatics - Lofi MIDI 12 - E Min.mid,"[59, 74, 83, 91, 90]",91
4162,Cymatics - Lofi MIDI 12 - E Min.mid,"[74, 83, 91, 90, 91]",59
4163,Cymatics - Lofi MIDI 12 - E Min.mid,"[83, 91, 90, 91, 59]",74
4164,Cymatics - Lofi MIDI 12 - E Min.mid,"[91, 90, 91, 59, 74]",79
4165,Cymatics - Lofi MIDI 12 - E Min.mid,"[90, 91, 59, 74, 79]",90
4166,Cymatics - Lofi MIDI 12 - E Min.mid,"[91, 59, 74, 79, 90]",79
4167,Cymatics - Lofi MIDI 12 - E Min.mid,"[59, 74, 79, 90, 79]",81
4168,Cymatics - Lofi MIDI 12 - E Min.mid,"[74, 79, 90, 79, 81]",33
4169,Cymatics - Lofi MIDI 12 - E Min.mid,"[79, 90, 79, 81, 33]",40
4170,Cymatics - Lofi MIDI 12 - E Min.mid,"[90, 79, 81, 33, 40]",40
4171,Cymatics - Lofi MIDI 12 - E Min.mid,"[79, 81, 33, 40, 40]",43
4172,Cymatics - Lofi MIDI 12 - E Min.mid,"[81, 33, 40, 40, 43]",47
4173,Cymatics - Lofi MIDI 12 - E Min.mid,"[33, 40, 40, 43, 47]",48
4174,Cymatics - Lofi MIDI 12 - E Min.mid,"[40, 40, 43, 47, 48]",50
4175,Cymatics - Lofi MIDI 12 - E Min.mid,"[40, 43, 47, 48, 50]",50
4176,Cymatics - Lofi MIDI 12 - E Min.mid,"[43, 47, 48, 50, 50]",55
4177,Cymatics - Lofi MIDI 12 - E Min.mid,"[47, 48, 50, 50, 55]",57
4178,Cymatics - Lofi MIDI 12 - E Min.mid,"[48, 50, 50, 55, 57]",81
4179,Cymatics - Lofi MIDI 12 - E Min.mid,"[50, 50, 55, 57, 81]",83
4180,Cymatics - Lofi MIDI 12 - E Min.mid,"[50, 55, 57, 81, 83]",57
4181,Cymatics - Lofi MIDI 12 - E Min.mid,"[55, 57, 81, 83, 57]",72
4182,Cymatics - Lofi MIDI 12 - E Min.mid,"[57, 81, 83, 57, 72]",57
4183,Cymatics - Lofi MIDI 12 - E Min.mid,"[81, 83, 57, 72, 57]",72
4184,Cymatics - Lofi MIDI 12 - E Min.mid,"[83, 57, 72, 57, 72]",83
4185,Cymatics - Lofi MIDI 12 - E Min.mid,"[57, 72, 57, 72, 83]",86
4186,Cymatics - Lofi MIDI 12 - E Min.mid,"[72, 57, 72, 83, 86]",76
4187,Cymatics - Lofi MIDI 12 - E Min.mid,"[57, 72, 83, 86, 76]",86
4188,Cymatics - Lofi MIDI 12 - E Min.mid,"[72, 83, 86, 76, 86]",33
4189,Cymatics - Lofi MIDI 12 - E Min.mid,"[83, 86, 76, 86, 33]",40
4190,Cymatics - Lofi MIDI 12 - E Min.mid,"[86, 76, 86, 33, 40]",43
4191,Cymatics - Lofi MIDI 12 - E Min.mid,"[76, 86, 33, 40, 43]",48
4192,Cymatics - Lofi MIDI 12 - E Min.mid,"[86, 33, 40, 43, 48]",50
4193,Cymatics - Lofi MIDI 12 - E Min.mid,"[33, 40, 43, 48, 50]",76
4194,Cymatics - Lofi MIDI 13 - E Min.mid,"[52, 64, 103, 67, 71]",74
4195,Cymatics - Lofi MIDI 13 - E Min.mid,"[64, 103, 67, 71, 74]",76
4196,Cymatics - Lofi MIDI 13 - E Min.mid,"[103, 67, 71, 74, 76]",79
4197,Cymatics - Lofi MIDI 13 - E Min.mid,"[67, 71, 74, 76, 79]",64
4198,Cymatics - Lofi MIDI 13 - E Min.mid,"[71, 74, 76, 79, 64]",83
4199,Cymatics - Lofi MIDI 13 - E Min.mid,"[74, 76, 79, 64, 83]",67
4200,Cymatics - Lofi MIDI 13 - E Min.mid,"[76, 79, 64, 83, 67]",86
4201,Cymatics - Lofi MIDI 13 - E Min.mid,"[79, 64, 83, 67, 86]",71
4202,Cymatics - Lofi MIDI 13 - E Min.mid,"[64, 83, 67, 86, 71]",91
4203,Cymatics - Lofi MIDI 13 - E Min.mid,"[83, 67, 86, 71, 91]",103
4204,Cymatics - Lofi MIDI 13 - E Min.mid,"[67, 86, 71, 91, 103]",107
4205,Cymatics - Lofi MIDI 13 - E Min.mid,"[86, 71, 91, 103, 107]",74
4206,Cymatics - Lofi MIDI 13 - E Min.mid,"[71, 91, 103, 107, 74]",76
4207,Cymatics - Lofi MIDI 13 - E Min.mid,"[91, 103, 107, 74, 76]",90
4208,Cymatics - Lofi MIDI 13 - E Min.mid,"[103, 107, 74, 76, 90]",79
4209,Cymatics - Lofi MIDI 13 - E Min.mid,"[107, 74, 76, 90, 79]",107
4210,Cymatics - Lofi MIDI 13 - E Min.mid,"[74, 76, 90, 79, 107]",108
4211,Cymatics - Lofi MIDI 13 - E Min.mid,"[76, 90, 79, 107, 108]",83
4212,Cymatics - Lofi MIDI 13 - E Min.mid,"[90, 79, 107, 108, 83]",95
4213,Cymatics - Lofi MIDI 13 - E Min.mid,"[79, 107, 108, 83, 95]",110
4214,Cymatics - Lofi MIDI 13 - E Min.mid,"[107, 108, 83, 95, 110]",108
4215,Cymatics - Lofi MIDI 13 - E Min.mid,"[108, 83, 95, 110, 108]",86
4216,Cymatics - Lofi MIDI 13 - E Min.mid,"[83, 95, 110, 108, 86]",88
4217,Cymatics - Lofi MIDI 13 - E Min.mid,"[95, 110, 108, 86, 88]",91
4218,Cymatics - Lofi MIDI 13 - E Min.mid,"[110, 108, 86, 88, 91]",48
4219,Cymatics - Lofi MIDI 13 - E Min.mid,"[108, 86, 88, 91, 48]",52
4220,Cymatics - Lofi MIDI 13 - E Min.mid,"[86, 88, 91, 48, 52]",60
4221,Cymatics - Lofi MIDI 13 - E Min.mid,"[88, 91, 48, 52, 60]",90
4222,Cymatics - Lofi MIDI 13 - E Min.mid,"[91, 48, 52, 60, 90]",100
4223,Cymatics - Lofi MIDI 13 - E Min.mid,"[48, 52, 60, 90, 100]",108
4224,Cymatics - Lofi MIDI 13 - E Min.mid,"[52, 60, 90, 100, 108]",110
4225,Cymatics - Lofi MIDI 13 - E Min.mid,"[60, 90, 100, 108, 110]",64
4226,Cymatics - Lofi MIDI 13 - E Min.mid,"[90, 100, 108, 110, 64]",67
4227,Cymatics - Lofi MIDI 13 - E Min.mid,"[100, 108, 110, 64, 67]",95
4228,Cymatics - Lofi MIDI 13 - E Min.mid,"[108, 110, 64, 67, 95]",71
4229,Cymatics - Lofi MIDI 13 - E Min.mid,"[110, 64, 67, 95, 71]",72
4230,Cymatics - Lofi MIDI 13 - E Min.mid,"[64, 67, 95, 71, 72]",88
4231,Cymatics - Lofi MIDI 13 - E Min.mid,"[67, 95, 71, 72, 88]",76
4232,Cymatics - Lofi MIDI 13 - E Min.mid,"[95, 71, 72, 88, 76]",60
4233,Cymatics - Lofi MIDI 13 - E Min.mid,"[71, 72, 88, 76, 60]",79
4234,Cymatics - Lofi MIDI 13 - E Min.mid,"[72, 88, 76, 60, 79]",64
4235,Cymatics - Lofi MIDI 13 - E Min.mid,"[88, 76, 60, 79, 64]",83
4236,Cymatics - Lofi MIDI 13 - E Min.mid,"[76, 60, 79, 64, 83]",67
4237,Cymatics - Lofi MIDI 13 - E Min.mid,"[60, 79, 64, 83, 67]",88
4238,Cymatics - Lofi MIDI 13 - E Min.mid,"[79, 64, 83, 67, 88]",71
4239,Cymatics - Lofi MIDI 13 - E Min.mid,"[64, 83, 67, 88, 71]",72
4240,Cymatics - Lofi MIDI 13 - E Min.mid,"[83, 67, 88, 71, 72]",86
4241,Cymatics - Lofi MIDI 13 - E Min.mid,"[67, 88, 71, 72, 86]",76
4242,Cymatics - Lofi MIDI 13 - E Min.mid,"[88, 71, 72, 86, 76]",79
4243,Cymatics - Lofi MIDI 13 - E Min.mid,"[71, 72, 86, 76, 79]",91
4244,Cymatics - Lofi MIDI 13 - E Min.mid,"[72, 86, 76, 79, 91]",83
4245,Cymatics - Lofi MIDI 13 - E Min.mid,"[86, 76, 79, 91, 83]",83
4246,Cymatics - Lofi MIDI 13 - E Min.mid,"[76, 79, 91, 83, 83]",88
4247,Cymatics - Lofi MIDI 13 - E Min.mid,"[79, 91, 83, 83, 88]",48
4248,Cymatics - Lofi MIDI 13 - E Min.mid,"[91, 83, 83, 88, 48]",52
4249,Cymatics - Lofi MIDI 13 - E Min.mid,"[83, 83, 88, 48, 52]",64
4250,Cymatics - Lofi MIDI 13 - E Min.mid,"[83, 88, 48, 52, 64]",86
4251,Cymatics - Lofi MIDI 13 - E Min.mid,"[88, 48, 52, 64, 86]",100
4252,Cymatics - Lofi MIDI 13 - E Min.mid,"[48, 52, 64, 86, 100]",103
4253,Cymatics - Lofi MIDI 13 - E Min.mid,"[52, 64, 86, 100, 103]",108
4254,Cymatics - Lofi MIDI 13 - E Min.mid,"[64, 86, 100, 103, 108]",67
4255,Cymatics - Lofi MIDI 13 - E Min.mid,"[86, 100, 103, 108, 67]",71
4256,Cymatics - Lofi MIDI 13 - E Min.mid,"[100, 103, 108, 67, 71]",91
4257,Cymatics - Lofi MIDI 13 - E Min.mid,"[103, 108, 67, 71, 91]",74
4258,Cymatics - Lofi MIDI 13 - E Min.mid,"[108, 67, 71, 91, 74]",76
4259,Cymatics - Lofi MIDI 13 - E Min.mid,"[67, 71, 91, 74, 76]",83
4260,Cymatics - Lofi MIDI 13 - E Min.mid,"[71, 91, 74, 76, 83]",79
4261,Cymatics - Lofi MIDI 13 - E Min.mid,"[91, 74, 76, 83, 79]",64
4262,Cymatics - Lofi MIDI 13 - E Min.mid,"[74, 76, 83, 79, 64]",83
4263,Cymatics - Lofi MIDI 13 - E Min.mid,"[76, 83, 79, 64, 83]",67
4264,Cymatics - Lofi MIDI 13 - E Min.mid,"[83, 79, 64, 83, 67]",86
4265,Cymatics - Lofi MIDI 13 - E Min.mid,"[79, 64, 83, 67, 86]",71
4266,Cymatics - Lofi MIDI 13 - E Min.mid,"[64, 83, 67, 86, 71]",91
4267,Cymatics - Lofi MIDI 13 - E Min.mid,"[83, 67, 86, 71, 91]",103
4268,Cymatics - Lofi MIDI 13 - E Min.mid,"[67, 86, 71, 91, 103]",107
4269,Cymatics - Lofi MIDI 13 - E Min.mid,"[86, 71, 91, 103, 107]",74
4270,Cymatics - Lofi MIDI 13 - E Min.mid,"[71, 91, 103, 107, 74]",76
4271,Cymatics - Lofi MIDI 13 - E Min.mid,"[91, 103, 107, 74, 76]",90
4272,Cymatics - Lofi MIDI 13 - E Min.mid,"[103, 107, 74, 76, 90]",79
4273,Cymatics - Lofi MIDI 13 - E Min.mid,"[107, 74, 76, 90, 79]",107
4274,Cymatics - Lofi MIDI 13 - E Min.mid,"[74, 76, 90, 79, 107]",108
4275,Cymatics - Lofi MIDI 13 - E Min.mid,"[76, 90, 79, 107, 108]",52
4276,Cymatics - Lofi MIDI 13 - E Min.mid,"[90, 79, 107, 108, 52]",52
4277,Cymatics - Lofi MIDI 13 - E Min.mid,"[79, 107, 108, 52, 52]",60
4278,Cymatics - Lofi MIDI 13 - E Min.mid,"[107, 108, 52, 52, 60]",68
4279,Cymatics - Lofi MIDI 13 - E Min.mid,"[108, 52, 52, 60, 68]",74
4280,Cymatics - Lofi MIDI 13 - E Min.mid,"[52, 52, 60, 68, 74]",83
4281,Cymatics - Lofi MIDI 13 - E Min.mid,"[52, 60, 68, 74, 83]",110
4282,Cymatics - Lofi MIDI 13 - E Min.mid,"[60, 68, 74, 83, 110]",108
4283,Cymatics - Lofi MIDI 13 - E Min.mid,"[68, 74, 83, 110, 108]",86
4284,Cymatics - Lofi MIDI 13 - E Min.mid,"[74, 83, 110, 108, 86]",91
4285,Cymatics - Lofi MIDI 13 - E Min.mid,"[83, 110, 108, 86, 91]",45
4286,Cymatics - Lofi MIDI 13 - E Min.mid,"[110, 108, 86, 91, 45]",52
4287,Cymatics - Lofi MIDI 13 - E Min.mid,"[108, 86, 91, 45, 52]",60
4288,Cymatics - Lofi MIDI 13 - E Min.mid,"[86, 91, 45, 52, 60]",60
4289,Cymatics - Lofi MIDI 13 - E Min.mid,"[91, 45, 52, 60, 60]",90
4290,Cymatics - Lofi MIDI 13 - E Min.mid,"[45, 52, 60, 60, 90]",108
4291,Cymatics - Lofi MIDI 13 - E Min.mid,"[52, 60, 60, 90, 108]",110
4292,Cymatics - Lofi MIDI 13 - E Min.mid,"[60, 60, 90, 108, 110]",117
4293,Cymatics - Lofi MIDI 13 - E Min.mid,"[60, 90, 108, 110, 117]",64
4294,Cymatics - Lofi MIDI 13 - E Min.mid,"[90, 108, 110, 117, 64]",67
4295,Cymatics - Lofi MIDI 13 - E Min.mid,"[108, 110, 117, 64, 67]",71
4296,Cymatics - Lofi MIDI 13 - E Min.mid,"[110, 117, 64, 67, 71]",68
4297,Cymatics - Lofi MIDI 13 - E Min.mid,"[117, 64, 67, 71, 68]",72
4298,Cymatics - Lofi MIDI 13 - E Min.mid,"[64, 67, 71, 68, 72]",74
4299,Cymatics - Lofi MIDI 13 - E Min.mid,"[67, 71, 68, 72, 74]",76
4300,Cymatics - Lofi MIDI 13 - E Min.mid,"[71, 68, 72, 74, 76]",60
4301,Cymatics - Lofi MIDI 13 - E Min.mid,"[68, 72, 74, 76, 60]",79
4302,Cymatics - Lofi MIDI 13 - E Min.mid,"[72, 74, 76, 60, 79]",64
4303,Cymatics - Lofi MIDI 13 - E Min.mid,"[74, 76, 60, 79, 64]",83
4304,Cymatics - Lofi MIDI 13 - E Min.mid,"[76, 60, 79, 64, 83]",67
4305,Cymatics - Lofi MIDI 13 - E Min.mid,"[60, 79, 64, 83, 67]",88
4306,Cymatics - Lofi MIDI 13 - E Min.mid,"[79, 64, 83, 67, 88]",71
4307,Cymatics - Lofi MIDI 13 - E Min.mid,"[64, 83, 67, 88, 71]",72
4308,Cymatics - Lofi MIDI 13 - E Min.mid,"[83, 67, 88, 71, 72]",86
4309,Cymatics - Lofi MIDI 13 - E Min.mid,"[67, 88, 71, 72, 86]",76
4310,Cymatics - Lofi MIDI 13 - E Min.mid,"[88, 71, 72, 86, 76]",71
4311,Cymatics - Lofi MIDI 13 - E Min.mid,"[71, 72, 86, 76, 71]",79
4312,Cymatics - Lofi MIDI 13 - E Min.mid,"[72, 86, 76, 71, 79]",79
4313,Cymatics - Lofi MIDI 13 - E Min.mid,"[86, 76, 71, 79, 79]",117
4314,Cymatics - Lofi MIDI 13 - E Min.mid,"[76, 71, 79, 79, 117]",119
4315,Cymatics - Lofi MIDI 13 - E Min.mid,"[71, 79, 79, 117, 119]",83
4316,Cymatics - Lofi MIDI 13 - E Min.mid,"[79, 79, 117, 119, 83]",88
4317,Cymatics - Lofi MIDI 13 - E Min.mid,"[79, 117, 119, 83, 88]",45
4318,Cymatics - Lofi MIDI 13 - E Min.mid,"[117, 119, 83, 88, 45]",71
4319,Cymatics - Lofi MIDI 13 - E Min.mid,"[119, 83, 88, 45, 71]",79
4320,Cymatics - Lofi MIDI 13 - E Min.mid,"[83, 88, 45, 71, 79]",86
4321,Cymatics - Lofi MIDI 13 - E Min.mid,"[88, 45, 71, 79, 86]",108
4322,Cymatics - Lofi MIDI 13 - E Min.mid,"[45, 71, 79, 86, 108]",119
4323,Cymatics - Lofi MIDI 14 - F Min.mid,"[53, 65, 72, 79, 68]",75
4324,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 72, 79, 68, 75]",53
4325,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 79, 68, 75, 53]",65
4326,Cymatics - Lofi MIDI 14 - F Min.mid,"[79, 68, 75, 53, 65]",72
4327,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 75, 53, 65, 72]",79
4328,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 53, 65, 72, 79]",53
4329,Cymatics - Lofi MIDI 14 - F Min.mid,"[53, 65, 72, 79, 53]",65
4330,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 72, 79, 53, 65]",68
4331,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 79, 53, 65, 68]",72
4332,Cymatics - Lofi MIDI 14 - F Min.mid,"[79, 53, 65, 68, 72]",79
4333,Cymatics - Lofi MIDI 14 - F Min.mid,"[53, 65, 68, 72, 79]",68
4334,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 68, 72, 79, 68]",75
4335,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 72, 79, 68, 75]",75
4336,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 79, 68, 75, 75]",53
4337,Cymatics - Lofi MIDI 14 - F Min.mid,"[79, 68, 75, 75, 53]",65
4338,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 75, 75, 53, 65]",72
4339,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 75, 53, 65, 72]",79
4340,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 53, 65, 72, 79]",49
4341,Cymatics - Lofi MIDI 14 - F Min.mid,"[53, 65, 72, 79, 49]",61
4342,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 72, 79, 49, 61]",68
4343,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 79, 49, 61, 68]",68
4344,Cymatics - Lofi MIDI 14 - F Min.mid,"[79, 49, 61, 68, 68]",75
4345,Cymatics - Lofi MIDI 14 - F Min.mid,"[49, 61, 68, 68, 75]",75
4346,Cymatics - Lofi MIDI 14 - F Min.mid,"[61, 68, 68, 75, 75]",65
4347,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 68, 75, 75, 65]",72
4348,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 75, 75, 65, 72]",84
4349,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 75, 65, 72, 84]",77
4350,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 65, 72, 84, 77]",80
4351,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 72, 84, 77, 80]",49
4352,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 84, 77, 80, 49]",61
4353,Cymatics - Lofi MIDI 14 - F Min.mid,"[84, 77, 80, 49, 61]",68
4354,Cymatics - Lofi MIDI 14 - F Min.mid,"[77, 80, 49, 61, 68]",75
4355,Cymatics - Lofi MIDI 14 - F Min.mid,"[80, 49, 61, 68, 75]",49
4356,Cymatics - Lofi MIDI 14 - F Min.mid,"[49, 61, 68, 75, 49]",61
4357,Cymatics - Lofi MIDI 14 - F Min.mid,"[61, 68, 75, 49, 61]",65
4358,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 75, 49, 61, 65]",68
4359,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 49, 61, 65, 68]",72
4360,Cymatics - Lofi MIDI 14 - F Min.mid,"[49, 61, 65, 68, 72]",75
4361,Cymatics - Lofi MIDI 14 - F Min.mid,"[61, 65, 68, 72, 75]",77
4362,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 68, 72, 75, 77]",80
4363,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 72, 75, 77, 80]",84
4364,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 75, 77, 80, 84]",65
4365,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 77, 80, 84, 65]",72
4366,Cymatics - Lofi MIDI 14 - F Min.mid,"[77, 80, 84, 65, 72]",84
4367,Cymatics - Lofi MIDI 14 - F Min.mid,"[80, 84, 65, 72, 84]",89
4368,Cymatics - Lofi MIDI 14 - F Min.mid,"[84, 65, 72, 84, 89]",80
4369,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 72, 84, 89, 80]",49
4370,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 84, 89, 80, 49]",61
4371,Cymatics - Lofi MIDI 14 - F Min.mid,"[84, 89, 80, 49, 61]",68
4372,Cymatics - Lofi MIDI 14 - F Min.mid,"[89, 80, 49, 61, 68]",75
4373,Cymatics - Lofi MIDI 14 - F Min.mid,"[80, 49, 61, 68, 75]",53
4374,Cymatics - Lofi MIDI 14 - F Min.mid,"[49, 61, 68, 75, 53]",65
4375,Cymatics - Lofi MIDI 14 - F Min.mid,"[61, 68, 75, 53, 65]",65
4376,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 75, 53, 65, 65]",72
4377,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 53, 65, 65, 72]",72
4378,Cymatics - Lofi MIDI 14 - F Min.mid,"[53, 65, 65, 72, 72]",79
4379,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 65, 72, 72, 79]",80
4380,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 72, 72, 79, 80]",84
4381,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 72, 79, 80, 84]",89
4382,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 79, 80, 84, 89]",68
4383,Cymatics - Lofi MIDI 14 - F Min.mid,"[79, 80, 84, 89, 68]",75
4384,Cymatics - Lofi MIDI 14 - F Min.mid,"[80, 84, 89, 68, 75]",53
4385,Cymatics - Lofi MIDI 14 - F Min.mid,"[84, 89, 68, 75, 53]",65
4386,Cymatics - Lofi MIDI 14 - F Min.mid,"[89, 68, 75, 53, 65]",72
4387,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 75, 53, 65, 72]",79
4388,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 53, 65, 72, 79]",53
4389,Cymatics - Lofi MIDI 14 - F Min.mid,"[53, 65, 72, 79, 53]",65
4390,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 72, 79, 53, 65]",68
4391,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 79, 53, 65, 68]",72
4392,Cymatics - Lofi MIDI 14 - F Min.mid,"[79, 53, 65, 68, 72]",79
4393,Cymatics - Lofi MIDI 14 - F Min.mid,"[53, 65, 68, 72, 79]",68
4394,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 68, 72, 79, 68]",75
4395,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 72, 79, 68, 75]",75
4396,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 79, 68, 75, 75]",53
4397,Cymatics - Lofi MIDI 14 - F Min.mid,"[79, 68, 75, 75, 53]",65
4398,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 75, 75, 53, 65]",72
4399,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 75, 53, 65, 72]",79
4400,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 53, 65, 72, 79]",53
4401,Cymatics - Lofi MIDI 14 - F Min.mid,"[53, 65, 72, 79, 53]",65
4402,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 72, 79, 53, 65]",68
4403,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 79, 53, 65, 68]",72
4404,Cymatics - Lofi MIDI 14 - F Min.mid,"[79, 53, 65, 68, 72]",79
4405,Cymatics - Lofi MIDI 14 - F Min.mid,"[53, 65, 68, 72, 79]",68
4406,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 68, 72, 79, 68]",75
4407,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 72, 79, 68, 75]",75
4408,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 79, 68, 75, 75]",53
4409,Cymatics - Lofi MIDI 14 - F Min.mid,"[79, 68, 75, 75, 53]",65
4410,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 75, 75, 53, 65]",72
4411,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 75, 53, 65, 72]",79
4412,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 53, 65, 72, 79]",49
4413,Cymatics - Lofi MIDI 14 - F Min.mid,"[53, 65, 72, 79, 49]",61
4414,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 72, 79, 49, 61]",68
4415,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 79, 49, 61, 68]",68
4416,Cymatics - Lofi MIDI 14 - F Min.mid,"[79, 49, 61, 68, 68]",75
4417,Cymatics - Lofi MIDI 14 - F Min.mid,"[49, 61, 68, 68, 75]",75
4418,Cymatics - Lofi MIDI 14 - F Min.mid,"[61, 68, 68, 75, 75]",65
4419,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 68, 75, 75, 65]",72
4420,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 75, 75, 65, 72]",84
4421,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 75, 65, 72, 84]",89
